ID,Inclusion_Exlusion,PFS_Paper,Final_judge_PFS,ORR_Paper,Final_judge_ORR,Blinding_Central,Trial_phase,Trial_number,Trial_name,Tumor_pre,Tumor,Funding,Industry_name,Trial_arm,Treatment_line,Treatment_line_re,Drug_name_intervention,Drug_classification_intervention,Drug_name_control,Drug_classification_control,Primary_outcome,Response_criteria,Randomized_patient_number_intervention,Randomized_patient_number_control,Follow_up_period_months_median,PFS_INV_HR,PFS_INV_95%CI_lower,PFS_INV_95%CI_upper,PFS_CNT_HR,PFS_CNT_95%CI_lower,PFS_CNT_95%CI_upper,ORR_N_INV_intervention,CR+PR_INV_intervention,ORR_N_INV_control,CR+PR_INV_control,ORR_N_CNT_intervention,CR+PR_CNT_intervention,ORR_N_CNT_control,CR+PR_CNT_control,Median_OS_intervention,Median_OS_control,OS_HR,OS_95%CI_lower,OS_95%CI_upper,title,journal,IF_2021,year,Authors,authors,url,pubmed_id,PFS_SE_INT,PFS_SE_CNT,RHR,lnRHR,lnRHR_SE_p_0,lnRHR_SE_p_0.25,lnRHR_SE_p_0.5,lnRHR_SE_p_0.75,lnRHR_SE_p_0.95,ORR_INT,ORR_INV_95%CI_lower,ORR_INV_95%CI_upper,ORR_CENT,ORR_CNT_95%CI_lower,ORR_CNT_95%CI_upper,ORR_SE_INT,ORR_SE_CNT,ROR,lnROR,lnROR_SE_p_0,lnROR_SE_p_0.25,lnROR_SE_p_0.5,lnROR_SE_p_0.75,lnROR_SE_p_0.95
795,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Central,Unclear,Phase 2,NCT00719264,RECORD-2,Renal cell cancer,Renal cell cancer,Industry,Novartis Pharmaceuticals,2,1,1,Everolimus plus bevacizumab,Target therapy,Interferon plus bevacizumab,Target therapy and Immune therapy,PFS,RECIST 1.0,182,183,NA,0.9,0.71,1.15,0.91,0.69,1.19,NA,NA,NA,NA,182,49,183,51,27.07,27.14,1.01,0.75,1.34,RECORD-2: phase II randomized study of everolimus and bevacizumab versus interferon ﾎｱ-2a and bevacizumab as first-line therapy in patients with metastatic renal cell carcinoma.,Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2015,Ravaud A and Barrios CH and Alekseev B and Tay MH and Agarwala SS and Yalcin S and Lin CC and Roman L and Shkolnik M and Anak O and Gogov S and Pelov D and Louveau AL and Melichar B,Ravaud,https://pubmed.ncbi.nlm.nih.gov/25851632/,25851632,0.112244898,0.12755102,0.989010989,-0.011049836,0.185648878,0.160975839,0.131760903,0.093854411,0.044348871,#VALUE!,#VALUE!,#VALUE!,0.953560372,0.601893321,1.510695253,#VALUE!,0.231837228,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
801,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Blinding,Phase 2,JapicCTI-121850,No name,Sarcoma,Sarcoma,Industry,"Taiho Pharmaceutical Co., Ltd.",2,≥1,≥1,trabectedin,Chemotherapy,best supportive care,best supportive care,PFS,RECIST 1.1,39,37,8.9,0.13,0.07,0.26,0.07,0.03,0.16,NA,NA,NA,NA,37,3,36,0,NR,8,0.42,0.18,0.98,"Trabectedin monotherapy after standard chemotherapy versus best supportive care in patients with advanced, translocation-related sarcoma: a randomised, open-label, phase 2 study.",The Lancet. Oncology,54.43,2015,Kawai A and Araki N and Sugiura H and Ueda T and Yonemoto T and Takahashi M and Morioka H and Hiraga H and Hiruma T and Kunisada T and Matsumine A and Tanase T and Hasegawa T and Takahashi S,Kawai,https://pubmed.ncbi.nlm.nih.gov/25795406/,25795406,0.048469388,0.033163265,1.857142857,0.619039208,0.542596117,0.4721625,0.389184156,0.282827133,0.151038709,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
836,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 3,NCT00337103,No name,Breast cancer,Breast cancer,Industry,Eisai,2,≥2,≥2,eribulin,Chemotherapy,capecitabine,Chemotherapy,OS and PFS,RECIST 1.0,554,548,NA,0.98,0.86,1.11,1.08,0.93,1.25,554,89,548,109,554,61,548,63,15.9,14.5,0.88,0.77,1,Phase III open-label randomized study of eribulin mesylate versus capecitabine in patients with locally advanced or metastatic breast cancer previously treated with an anthracycline and a taxane.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2015,Kaufman PA and Awada A and Twelves C and Yelle L and Perez EA and Velikova G and Olivo MS and He Y and Dutcus CE and Cortes J,Kaufman,https://pubmed.ncbi.nlm.nih.gov/25605862/,25605862,0.06377551,0.081632653,0.907407407,-0.097163748,0.099641835,0.086447084,0.070835737,0.050619213,0.024453778,0.770859229,0.566005544,1.049855353,0.952541936,0.655509232,1.384169888,0.123431074,0.18588282,0.809265397,-0.21162836,0.247377082,0.214872041,0.176478235,0.126961178,0.064021867
858,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Blinding,Phase 2,NCT01081951,No name,Ovarian cancer,Ovarian cancer,Industry,AstraZeneca,2,≥2,≥2,Olaparib plus chemotherapy,Target therapy and chemotherapy,Chemotherapy,Chemotherapy,PFS,RECIST 1.1,81,81,9.8/7.5,0.61,0.41,0.9,0.51,0.34,0.77,NA,NA,NA,NA,81,52,81,47,33.8,37.6,1.17,0.79,1.73,Olaparib combined with chemotherapy for recurrent platinum-sensitive ovarian cancer: a randomised phase 2 trial.,The Lancet. Oncology,54.43,2015,Oza AM and Cibula D and Benzaquen AO and Poole C and Mathijssen RH and Sonke GS and Colombo N and ﾅpaﾄ稿k J and Vuylsteke P and Hirte H and Mahner S and Plante M and Schmalfeldt B and Mackay H and Rowbottom J and Lowe ES and Dougherty B and Barrett JC and Friedlander M,Oza,https://pubmed.ncbi.nlm.nih.gov/25481791/,25481791,0.125,0.109693878,1.196078431,0.179048231,0.289334046,0.250602249,0.204667496,0.144831216,0.065160715,#VALUE!,#VALUE!,#VALUE!,1.297138665,0.688568622,2.443574485,#VALUE!,0.447705577,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
893,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 2,NCT00891579,CTONG0806,Non-small cell lung cancer,Non-small cell lung cancer,Industry and Public,"Guangzhou City, Guangdong Province, Eli Lilly",2,2,2,Pemetrexed,Chemotherapy,gefitinib,Target therapy,PFS,RECIST 1.0,80,81,10.6,0.54,0.4,0.75,0.53,0.38,0.75,76,10,81,11,76,11,81,10,12.4,9.6,0.72,0.49,1.04,Pemetrexed versus gefitinib as a second-line treatment in advanced nonsquamous nonsmall-cell lung cancer patients harboring wild-type EGFR (CTONG0806): a multicenter randomized trial.,Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2014,Zhou Q and Cheng Y and Yang JJ and Zhao MF and Zhang L and Zhang XC and Chen ZH and Yan HH and Song Y and Chen JH and Feng WN and Xu CR and Wang Z and Chen HJ and Zhong WZ and Liu YP and Wu YL,Zhou,https://pubmed.ncbi.nlm.nih.gov/25281710/,25281710,0.089285714,0.094387755,1.018867925,0.018692133,0.236216158,0.204673788,0.167286119,0.11865046,0.05433747,0.964187328,0.384229797,2.419534376,1.201538462,0.478782628,3.015344733,0.519210352,0.64708217,0.802460644,-0.220072467,0.663870871,0.57492904,0.469427596,0.331935437,0.148446043
917,Inclusion,Investigator + Central,No PFS,Investigator + Central,Investigator + Central,Unclear,Phase 2,NCT00700336,No name,Pleural mesohelioma,Pleural mesohelioma,Industry,CanBas,2,1,1,Chemotherapy + CBP501,Immunetherapy and Chemotherapy,Chemotherapy,Chemotherapy,PFS,RECIST 1.0,42,23,NA,NA,NA,NA,NA,NA,NA,39,11,20,4,39,12,20,2,13.3,12.8,NA,NA,NA,Randomized phase II trial of pemetrexed/cisplatin with or without CBP501 in patients with advanced malignant pleural mesothelioma.,"Lung cancer (Amsterdam, Netherlands)",6.08,2014,Krug LM and Wozniak AJ and Kindler HL and Feld R and Koczywas M and Morero JL and Rodriguez CP and Ross HJ and Bauman JE and Orlov SV and Ruckdeschel JC and Mita AC and Fein L and He X and Hall R and Kawabe T and Sharma S,Krug,https://pubmed.ncbi.nlm.nih.gov/25047675/,25047675,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.571428571,0.428769406,5.759244296,4,0.798425161,20.03944864,1.359815023,4.908424357,0.392857143,-0.934309237,1.055958949,0.917957356,0.755143769,0.545745835,0.282693545
937,Inclusion,Investigator + Central,Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,No registry,No name,Head and Neck Cancer,Head and Neck Cancer,Industry,Boehringer Ingelheim,2,≥2,≥2,afatinib,Target therapy,cetuximab,Target therapy,tumor shrinkage,RECIST 1.0,62,62,NA,NA,NA,NA,0.64,0.38,1.05,62,10,62,4,62,5,62,6,35.9,47.1,1.06,0.7,1.62,"A randomized, phase II study of afatinib versus cetuximab in metastatic or recurrent squamous cell carcinoma of the head and neck.",Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2014,Seiwert TY and Fayette J and Cupissol D and Del Campo JM and Clement PM and Hitt R and Degardin M and Zhang W and Blackman A and Ehrnrooth E and Cohen EEW,Seiwert,https://pubmed.ncbi.nlm.nih.gov/24928832/,24928832,#VALUE!,0.170918367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.788461538,0.824497717,9.430611618,0.81871345,0.236257319,2.83712571,2.195437219,0.663486834,3.405906593,1.225511158,0.887997645,0.769053589,0.627970562,0.444129072,0.198930933
940,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 2,No registry,No name,Head and Neck Cancer,Head and Neck Cancer,Industry,Merck-Serono SA,2,2,2,EMD 1201081 and cetuximab,Target therapy,cetuximab,Target therapy,PFS,RECIST 1.0,53,53,NA,1.1,0.7,1.7,1.1,0.7,1.6,53,5,53,6,53,3,53,3,NA,NA,NA,NA,NA,"Phase 2, open-label, 1:1 randomized controlled trial exploring the efficacy of EMD 1201081 in combination with cetuximab in second-line cetuximab-naﾃｯve patients with recurrent or metastatic squamous cell carcinoma of the head and neck (R/M SCCHN).",Investigational new drugs,3.65,2014,Ruzsa A and Sen M and Evans M and Lee LW and Hideghety K and Rottey S and Klimak P and Holeckova P and Fayette J and Csoszi T and Erfan J and Forssmann U and Goddemeier T and Bexon A and Nutting C,Ruzsa,https://pubmed.ncbi.nlm.nih.gov/24894651/,24894651,0.255102041,0.229591837,1,0,0.309368885,0.268032881,0.219030007,0.155263203,0.070800261,0.815972222,0.233047381,2.85697554,1,0.192502917,5.19472649,0.669369428,1.276077442,0.815972222,-0.203374966,1.056145474,0.920168835,0.760248713,0.556098488,0.307017044
959,Inclusion,Investigator + Central,Investigator + Central,Unclear,Central,Unclear,Phase 2,No registry,No name,Breast cancer,Breast cancer,Unclear,,2,≥2,≥2,TSU-68 (orantinib) and Docetaxel,Target therapy and chemotherapy,Docetaxel,Chemotherapy,PFS,RECIST 1.0,40,41,NA,1.2,0.7,2.1,1,0.6,1.8,NA,NA,NA,NA,38,19,39,16,29,26,0.8,0.5,1.6,"Combination of docetaxel and TSU-68, an oral antiangiogenic agent, in patients with metastatic breast cancer previously treated with anthracycline: randomized phase II multicenter trial.",Investigational new drugs,3.65,2014,Kim SB and Yoo C and Ro J and Im SA and Im YH and Kim JH and Ahn JH and Jung KH and Song HS and Kang SY and Park HS and Chung HC,Kim,https://pubmed.ncbi.nlm.nih.gov/24715580/,24715580,0.357142857,0.306122449,1.2,0.182321557,0.396345,0.343244838,0.280258237,0.1981725,0.088625436,#VALUE!,#VALUE!,#VALUE!,1.4375,0.583955646,3.538635624,#VALUE!,0.753744892,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
981,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,NCT00705016,ADVANTAGE,Head and Neck Cancer,Head and Neck Cancer,Industry,Merck KGaA,3,≥1,≥1,"cilengitide 2000 mg once (CIL1W) and PFE (Cisplatin, 5-fluorouracil, and cetuximab)",Chemotherapy,"PFE (Cisplatin, 5-fluorouracil, and cetuximab)",Chemotherapy,PFS,RECIST 1.0,62,62,NA,1.03,0.67,1.59,1.15,0.74,1.79,62,29,62,22,62,26,62,20,12.4,11.6,0.94,0.61,1.47,"Cisplatin, 5-fluorouracil, and cetuximab (PFE) with or without cilengitide in recurrent/metastatic squamous cell carcinoma of the head and neck: results of the randomized phase I/II ADVANTAGE trial (phase II part).",Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2014,Vermorken JB and Peyrade F and Krauss J and Mesﾃｭa R and Remenar E and Gauler TC and Keilholz U and Delord JP and Schafhausen P and Erfﾃ｡n J and Brﾃｼmmendorf TH and Iglesias L and Bethe U and Hicking C and Clement PM,Vermorken,https://pubmed.ncbi.nlm.nih.gov/24567516/,24567516,0.234693878,0.267857143,0.895652174,-0.11020314,0.315246381,0.273022254,0.222939503,0.157679716,0.070651181,1.597796143,0.777116149,3.285162092,1.516666667,0.728346915,3.158217231,0.639807638,0.619864876,1.053491963,0.052110325,0.524680069,0.454397822,0.371033134,0.262400062,0.117491946
984,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01223027,GOLD,Renal cell cancer,Renal cell cancer,Industry,Novartis Pharmaceuticals Corporation,3,3,3,Dovitinib,Target therapy,sorafenib,Target therapy,PFS,RECIST 1.1,284,286,11.3,1,0.82,1.21,0.86,0.72,1.04,284,18,286,11,284,11,286,11,11.1,11,0.96,0.75,1.22,"Dovitinib versus sorafenib for third-line targeted treatment of patients with metastatic renal cell carcinoma: an open-label, randomised phase 3 trial.",The Lancet. Oncology,54.43,2014,Motzer RJ and Porta C and Vogelzang NJ and Sternberg CN and Szczylik C and Zolnierek J and Kollmannsberger C and Rha SY and Bjarnason GA and Melichar B and De Giorgi U and Grﾃｼnwald V and Davis ID and Lee JL and Esteban E and Urbanowitz G and Cai C and Squires M and Marker M and Shi MM and Escudier B,Motzer,https://pubmed.ncbi.nlm.nih.gov/24556040/,24556040,0.099489796,0.081632653,1.162790698,0.15082289,0.136568488,0.118303117,0.096645243,0.068446902,0.030995464,1.691729323,0.78422478,3.649397694,1.007326007,0.429532191,2.362350729,0.730911458,0.493065953,1.679425837,0.518451972,0.5856432,0.507629504,0.415207741,0.295139329,0.137386418
987,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Unclear,Phase 3,NCT00796120,No name,Sarcoma,Sarcoma,Industry,PharmaMar,2,1,1,trabectedin,Chemotherapy,doxorubicin-base chemotherapy,Chemotherapy,PFS,RECIST 1.0,61,60,17.6,0.85,0.5,1.5,0.84,0.4,1.8,NA,NA,NA,NA,51,3,37,10,NA,NA,0.77,0.4,1.4,Randomised phase III trial of trabectedin versus doxorubicin-based chemotherapy as first-line therapy in translocation-related sarcomas.,"European journal of cancer (Oxford, England : 1990)",10.00,2014,Blay JY and Leahy MG and Nguyen BB and Patel SR and Hohenberger P and Santoro A and Staddon AP and Penel N and Piperno-Neumann S and Hendifar A and Lardelli P and Nieto A and Alfaro V and Chawla SP,Blay,https://pubmed.ncbi.nlm.nih.gov/24512981/,24512981,0.255102041,0.357142857,1.011904762,0.011834458,0.475147515,0.414727103,0.343848772,0.253900347,0.146465398,#VALUE!,#VALUE!,#VALUE!,0.16875,0.042722862,0.666541552,#VALUE!,0.159137421,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
993,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01121393,LUX-Lung 6,Non-small cell lung cancer,Non-small cell lung cancer,Industry,Boehringer Ingelheim,2,1,1,Afatinib,Target therapy,cisplatin plus gemcitabine,Chemotherapy,PFS,RECIST 1.1,242,122,16.6,0.26,0.19,0.36,0.28,0.2,0.39,242,180,122,38,242,162,122,28,22.1,22.2,0.95,0.68,1.33,"Afatinib versus cisplatin plus gemcitabine for first-line treatment of Asian patients with advanced non-small-cell lung cancer harbouring EGFR mutations (LUX-Lung 6): an open-label, randomised phase 3 trial.",The Lancet. Oncology,54.43,2014,Wu YL and Zhou C and Hu CP and Feng J and Lu S and Huang Y and Li W and Hou M and Shi JH and Lee KY and Xu CR and Massey D and Kim M and Shi Y and Geater SL,Wu,https://pubmed.ncbi.nlm.nih.gov/24439929/,24439929,0.043367347,0.048469388,0.928571429,-0.074107972,0.235803067,0.204244368,0.166818576,0.118072489,0.05320952,6.417657046,3.972250409,10.36851097,6.798214286,4.124143437,11.20613727,1.631699124,1.806631079,0.944021,-0.057606868,0.353455177,0.306144026,0.250035531,0.176950189,0.079663361
1014,Inclusion,Investigator + Central,Investigator + Central,Unclear,Central,Blinding,Phase 3,NCT00474786,INTORSECT,Renal cell cancer,Renal cell cancer,Industry,Pfizer Inc,2,2,2,Temsirolimus,Target therapy,Sorafenib,Target therapy,PFS,RECIST 1.0,259,253,9.2,0.87,0.7,1.07,0.87,0.71,1.07,NA,NA,NA,NA,259,20,253,20,12.3,16.6,1.31,1.05,1.63,Randomized phase III trial of temsirolimus versus sorafenib as second-line therapy after sunitinib in patients with metastatic renal cell carcinoma.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2014,Hutson TE and Escudier B and Esteban E and Bjarnason GA and Lim HY and Pittman KB and Senico P and Niethammer A and Lu DR and Hariharan S and Motzer RJ,Hutson,https://pubmed.ncbi.nlm.nih.gov/24297950/,24297950,0.094387755,0.091836735,1,0,0.150549365,0.130392127,0.106485222,0.075339884,0.033848111,#VALUE!,#VALUE!,#VALUE!,0.974895397,0.511215243,1.859140643,#VALUE!,0.34385852,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1015,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Blinding,Phase 3,NCT00631371,INTORACT,Renal cell cancer,Renal cell cancer,Industry,Pfizer Inc,2,1,1,Temsirolimus and Bevacizumab,Target therapy,Interferon Alfa and Bevacizumab,Immunotherapy and Target therapy,PFS,RECIST 1.0,400,391,NA,1.1,1,1.4,1.1,0.9,1.3,NA,NA,NA,NA,400,108,391,107,25.8,25.5,1,0.9,1.3,Randomized phase III trial of temsirolimus and bevacizumab versus interferon alfa and bevacizumab in metastatic renal cell carcinoma: INTORACT trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2014,Rini BI and Bellmunt J and Clancy J and Wang K and Niethammer AG and Hariharan S and Escudier B,Rini,https://pubmed.ncbi.nlm.nih.gov/24297945/,24297945,0.102040816,0.102040816,1,0,0.127151179,0.110188281,0.090086027,0.063949411,0.029474653,#VALUE!,#VALUE!,#VALUE!,0.981692485,0.717648123,1.342886721,#VALUE!,0.159499642,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1022,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Central,Unclear,Phase 3,NCT00095199,No name,Non-small cell lung cancer,Non-small cell lung cancer,Industry,Eli Lilly and Company and ImClone Systems LLC,2,2,2,Cetuximab plus pemetrexed,Target therapy and chemotherapy,pemetrexed,Chemotherapy,PFS,WHO criteria,301,304,NA,0.94,0.8,1.11,1.03,0.87,1.21,NA,NA,NA,NA,301,20,304,13,6.9,7.8,1.01,0.86,1.2,"Docetaxel or pemetrexed with or without cetuximab in recurrent or progressive non-small-cell lung cancer after platinum-based therapy: a phase 3, open-label, randomised trial.",The Lancet. Oncology,54.43,2013,Kim ES and Neubauer M and Cohn A and Schwartzberg L and Garbo L and Caton J and Robert F and Reynolds C and Katz T and Chittoor S and Simms L and Saxman S,Kim,https://pubmed.ncbi.nlm.nih.gov/24231627/,24231627,0.079081633,0.086734694,0.912621359,-0.091434206,0.118582943,0.10269629,0.083851901,0.059293801,0.026522548,#VALUE!,#VALUE!,#VALUE!,1.593211059,0.777627762,3.264185777,#VALUE!,0.634326024,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1032,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 3,NCT00844649,No name,Pancretic cancer,Pancretic cancer,Industry,Celgene,2,1,1,nab-Paclitaxel plus Gemcitabine,Chemotherapy,Gemcitabine,Chemotherapy,OS,RECIST 1.0,431,430,9.1/7.4,0.61,0.52,0.71,0.69,0.58,0.82,431,126,430,33,431,99,430,31,8.5,6.7,0.72,0.62,0.83,Increased survival in pancreatic cancer with nab-paclitaxel plus gemcitabine.,The New England journal of medicine,176.08,2013,Von Hoff DD and Ervin T and Arena FP and Chiorean EG and Infante J and Moore M and Seay T and Tjulandin SA and Ma WW and Saleh MN and Harris M and Reni M and Dowden S and Laheru D and Bahary N and Ramanathan RK and Tabernero J and Hidalgo M and Goldstein D and Van Cutsem E and Wei X and Iglesias J and Renschler MF,Von,https://pubmed.ncbi.nlm.nih.gov/24131140/,24131140,0.048469388,0.06122449,0.884057971,-0.12323264,0.118807381,0.102986132,0.084244247,0.059900274,0.027942845,4.969895678,3.293966302,7.498517225,3.838029538,2.499506741,5.893351071,1.072589521,0.865776615,1.294908137,0.258439756,0.303174054,0.26259464,0.214470006,0.151785446,0.068351828
1033,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator,Blinding,Phase 2,NCT00722592,PRECEDENT,Ovarian cancer,Ovarian cancer,Industry,Endocyte,2,≥2,≥2,Vintafolide (EC145) and Pegylated Liposomal Doxorubicin (PLD),Chemotherapy,Pegylated Liposomal Doxorubicin (PLD),Chemotherapy,PFS,RECIST 1.0,109,53,NA,0.626,0.409,0.959,0.768,0.499,1.182,,18%,,12%,NA,NA,NA,NA,16.8,NA,1.01,0.679,1.503,PRECEDENT: a randomized phase II trial comparing vintafolide (EC145) and pegylated liposomal doxorubicin (PLD) in combination versus PLD alone in patients with platinum-resistant ovarian cancer.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2013,Naumann RW and Coleman RL and Burger RA and Sausville EA and Kutarska E and Ghamande SA and Gabrail NY and Depasquale SE and Nowara E and Gilbert L and Gersh RH and Teneriello MG and Harb WA and Konstantinopoulos PA and Penson RT and Symanowski JT and Lovejoy CD and Leamon CP and Morgenstern DE and Messmann RA,Naumann,https://pubmed.ncbi.nlm.nih.gov/24127448/,24127448,0.140306122,0.174234694,0.815104167,-0.204439362,0.309280434,0.267847861,0.218702003,0.154656574,0.069203524,1,1,1,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1043,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01030783,No name,Renal cell cancer,Renal cell cancer,Industry,AVEO Oncology and Astellas,2,≥1,≥1,Tivozanib,Target therapy,Sorafenib,Target therapy,PFS,RECIST 1.0,260,257,NA,0.722,0.58,0.899,0.797,0.639,0.993,260,92,257,79,260,86,257,60,29.3,28.8,1.245,0.954,1.624,Tivozanib versus sorafenib as initial targeted therapy for patients with metastatic renal cell carcinoma: results from a phase III trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2013,Motzer RJ and Nosov D and Eisen T and Bondarenko I and Lesovoy V and Lipatov O and Tomczak P and Lyulko O and Alyasova A and Harza M and Kogan M and Alekseev BY and Sternberg CN and Szczylik C and Cella D and Ivanescu C and Krivoshik A and Strahs A and Esteves B and Berkenblit A and Hutson TE,Motzer,https://pubmed.ncbi.nlm.nih.gov/24019545/,24019545,0.081377551,0.090306122,0.905897114,-0.09882954,0.158573187,0.1373288,0.112129135,0.079288629,0.035463806,1.233875829,0.85467336,1.781323289,1.622796935,1.101307198,2.391221902,0.236390288,0.329059874,0.760339019,-0.273990868,0.272426125,0.235985656,0.192775687,0.136512642,0.061759939
1051,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 2,NCT00246571,No name,Breast cancer,Breast cancer,Industry,Pfizer Inc,2,"2, 3",≥2,sunitinib,Target therapy,Standard care,Chemotherapy,PFS,RECIST 1.0,113,104,15.8/16.2,1.16,0.87,1.55,1.2,0.89,1.63,113,10,104,12,113,3,104,7,9.4,10.5,1.16,0.86,1.56,Randomized phase II study of sunitinib versus standard of care for patients with previously treated advanced triple-negative breast cancer.,"Breast (Edinburgh, Scotland)",4.25,2013,Curigliano G and Pivot X and Cortﾃｩs J and Elias A and Cesari R and Khosravan R and Collier M and Huang X and Cataruozolo PE and Kern KA and Goldhirsch A,Curigliano,https://pubmed.ncbi.nlm.nih.gov/23958375/,23958375,0.173469388,0.18877551,0.966666667,-0.033901552,0.213386206,0.184831397,0.150968928,0.106867158,0.048205469,0.74433657,0.307177089,1.803640141,0.377922078,0.095095657,1.501909776,0.381750778,0.358881153,1.969550373,0.67780528,0.836362541,0.735224602,0.617744389,0.471869733,0.309036207
1061,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT00435409,No name,Breast cancer,Breast cancer,Industry,Pfizer Inc,2,≥2,≥2,Sunitinib and Capecitabine,Target therapy and chemotherapy,Capecitabine,Chemotherapy,PFS,RECIST 1.0,221,221,14.3,1.11,0.88,1.39,1.22,0.95,1.58,221,56,221,45,221,40,221,36,16.4,16.5,0.99,0.76,1.3,Phase III trial of sunitinib in combination with capecitabine versus capecitabine monotherapy for the treatment of patients with pretreated metastatic breast cancer.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2013,Crown JP and Diﾃｩras V and Staroslawska E and Yardley DA and Bachelot T and Davidson N and Wildiers H and Fasching PA and Capitain O and Ramos M and Greil R and Cognetti F and Fountzilas G and Blasinska-Morawiec M and Liedtke C and Kreienberg R and Miller WH Jr and Tassell V and Huang X and Paolini J and Kern KA and Romieu G,Crown,https://pubmed.ncbi.nlm.nih.gov/23857972/,23857972,0.130102041,0.160714286,0.909836066,-0.094490843,0.174473477,0.151241633,0.123721741,0.087977876,0.041067464,1.327407407,0.849629836,2.07385658,1.135666053,0.692467784,1.862523301,0.312302741,0.29848355,1.168836036,0.156008413,0.3398968,0.294619495,0.240980205,0.171295859,0.079742845
